ID#,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Award?
3,41354,0,1,1,1,4123,4,0,0,7034,0
11,40091,0,2,1,1,7278,10,0,0,6959,0
13,43382,0,2,1,1,11150,20,0,0,6924,0
14,43097,0,1,1,1,3258,6,0,0,6918,0
16,28495,0,4,1,1,49442,15,0,0,6912,1
17,51890,0,4,1,1,48963,16,0,0,6910,1
24,66275,0,1,1,1,2533,11,150,1,6884,0
29,59763,0,3,1,1,33772,20,100,1,7907,1
35,43832,0,1,1,1,0,0,0,0,7865,0
38,68666,0,1,1,1,350,2,350,2,7861,0
39,59990,0,3,1,1,27878,17,0,0,7854,1
43,60313,0,1,1,1,10000,26,3250,9,7829,1
49,70312,0,3,1,1,34678,24,500,1,6875,1
57,75971,0,4,1,1,34339,14,0,0,6869,0
59,38077,0,3,1,1,34024,8,0,0,6837,0
65,80250,0,1,1,1,895,2,0,0,6833,0
66,53914,0,3,1,1,33767,45,5550,29,6826,1
71,47457,0,3,1,1,12621,16,0,0,7766,1
81,49238,0,4,1,1,38037,18,0,0,7801,1
82,38896,0,5,1,1,76988,16,556,1,7771,1
86,61990,0,1,1,1,1625,6,0,0,6833,0
88,35418,0,5,1,1,58557,18,900,3,6813,1
89,40284,0,1,1,1,7719,5,0,0,6827,1
91,62553,0,2,1,1,7672,16,700,1,6819,0
92,48433,0,1,1,1,3500,4,500,1,6807,1
99,57346,0,1,1,1,5560,23,0,0,6766,0
102,64824,0,3,1,1,20184,13,0,0,6770,1
103,25076,1182,5,1,1,57203,14,0,0,6750,1
110,43498,0,1,1,1,0,0,0,0,6759,1
116,56906,0,1,1,1,2015,13,0,0,7707,1
118,67018,0,3,1,1,23260,25,0,0,7698,0
123,77540,0,1,1,1,1000,1,0,0,7683,0
126,47258,0,3,1,1,24768,19,0,0,7659,1
131,48333,0,2,1,1,10123,14,0,0,6737,1
147,41547,0,3,1,1,16857,17,0,0,6697,0
150,50593,0,5,1,1,58208,17,1500,2,6689,1
