ID#,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Award?
5,97752,0,4,1,1,43300,26,2077,4,6935,1
12,96522,0,5,1,1,61105,19,0,0,6924,1
16,28495,0,4,1,1,49442,15,0,0,6912,1
17,51890,0,4,1,1,48963,16,0,0,6910,1
68,83237,0,4,1,1,35287,18,0,0,6837,0
81,49238,0,4,1,1,38037,18,0,0,7801,1
82,38896,0,5,1,1,76988,16,556,1,7771,1
88,35418,0,5,1,1,58557,18,900,3,6813,1
95,78629,0,4,1,1,36679,25,0,0,6817,1
103,25076,1182,5,1,1,57203,14,0,0,6750,1
109,96627,1182,1,1,3,49059,26,2300,9,6738,1
111,84674,0,4,1,1,46335,14,50,1,6738,1
125,81974,0,4,1,1,37266,18,1050,3,7661,1
127,77699,0,4,1,1,42775,13,0,0,7654,0
140,103302,0,4,1,1,53552,22,700,3,6718,1
150,50593,0,5,1,1,58208,17,1500,2,6689,1
153,77097,0,4,1,1,42403,22,1718,4,6683,1
157,48707,0,4,1,1,37655,14,0,0,7631,1
173,71767,0,5,1,1,67335,13,0,0,7570,1
194,123516,0,5,1,1,240544,31,500,2,7507,1
200,32742,0,5,1,1,61857,26,0,0,7488,1
210,95989,0,5,1,1,92159,30,1329,4,7518,1
235,81380,0,5,1,1,56524,22,0,0,7404,1
242,30962,0,5,1,1,97683,37,6400,18,7360,1
252,92875,0,5,1,1,60990,14,0,0,7344,1
272,58703,0,4,1,1,46473,34,950,4,7296,1
273,70354,0,5,1,1,120907,22,0,0,7290,1
276,70676,0,5,1,1,74993,15,0,0,7288,1
283,22652,0,5,1,1,57642,14,0,0,7271,1
285,44873,0,4,1,1,38740,18,850,2,7267,1
288,79211,0,4,1,1,36776,14,0,0,7260,1
289,98006,0,4,1,1,46349,20,2309,3,7332,1
290,33982,0,5,1,1,68320,17,0,0,7255,1
293,45586,0,4,1,1,37459,15,0,0,7246,0
300,58139,500,4,1,1,38408,16,150,1,7227,1
309,94222,0,4,1,1,52081,24,0,0,7201,1
350,66863,0,4,1,1,36532,9,0,0,7099,1
377,95656,0,5,1,1,62666,27,0,0,7019,1
384,76150,0,4,1,1,36907,17,0,0,6998,0
387,86853,0,4,1,1,42293,21,500,1,6980,0
389,28193,0,5,1,4,103456,32,0,0,6980,1
417,68963,0,4,1,1,37723,15,0,0,8296,0
418,109640,0,4,1,1,66983,38,5500,17,8296,1
429,21083,0,5,1,1,129330,16,1000,2,8296,1
435,78028,0,4,1,1,36269,24,0,0,8289,0
442,96031,0,4,1,1,46588,21,0,0,8289,0
444,50052,0,4,1,1,49383,13,0,0,8289,1
478,43954,0,5,1,1,63463,13,250,1,8228,1
492,82655,0,5,1,1,101101,19,700,2,8057,1
498,10879,0,5,1,1,78186,32,3400,12,7981,1
507,86112,0,4,1,1,35528,22,0,0,8105,0
523,66741,2880,5,1,1,71921,30,2600,7,6638,1
528,58951,0,4,1,1,47994,15,500,1,6625,0
537,98472,1776,5,1,1,124421,45,10250,28,6621,1
538,86520,3445,5,1,1,64450,20,1000,2,6592,1
543,49052,0,4,1,1,46718,17,0,0,6575,1
570,71235,0,4,1,1,41004,14,0,0,6535,0
571,76446,0,5,1,1,63811,17,0,0,6550,1
574,35738,0,4,1,1,41264,16,0,0,6526,1
581,99293,0,5,1,1,81040,23,1000,2,6508,1
583,20126,0,5,1,1,78999,28,800,3,6506,1
594,89742,0,4,1,1,39073,13,0,0,6498,0
602,54011,1604,3,1,1,38380,20,5780,4,6487,1
606,48127,0,4,1,1,41447,28,0,0,6421,1
610,117623,0,5,1,1,86582,26,1000,6,6477,1
628,54125,0,4,1,1,48874,17,450,3,6463,1
648,77285,0,5,1,1,63841,32,0,0,6417,1
662,48410,0,4,1,1,37869,16,500,1,6395,1
671,109532,0,5,1,1,128048,53,7939,26,6372,1
680,45501,0,4,1,1,49656,17,316,1,6375,1
697,47780,0,5,1,1,88773,20,250,2,6329,1
699,81960,0,4,1,1,37072,22,700,7,6326,0
721,48161,0,4,1,1,41174,24,0,0,6294,1
728,60976,0,5,1,1,97318,31,7000,14,6282,1
746,86285,0,5,1,1,61274,14,0,0,6249,1
751,52050,0,4,1,1,43190,14,0,0,6245,1
767,76737,0,4,1,1,34648,31,0,0,6211,0
773,104307,0,4,1,1,51769,24,450,1,6197,0
774,34357,0,5,1,1,73622,25,100,1,6198,1
784,44247,948,4,1,1,40939,26,0,0,6184,1
801,102339,0,4,1,1,47498,19,0,0,6156,0
806,74645,0,4,1,1,40367,18,0,0,6147,1
810,74924,6286,4,1,1,59650,13,0,0,6141,0
816,83105,0,4,1,1,65077,28,753,3,6137,1
822,58229,0,5,1,1,53108,16,500,1,6137,1
823,97349,0,4,1,1,42774,14,0,0,6128,0
838,78130,0,4,1,1,37251,15,900,2,6120,0
845,35997,0,5,1,1,71171,19,900,5,6088,1
852,77109,0,5,1,1,60000,7,0,0,6071,0
855,96387,0,4,1,1,43512,20,0,0,6065,1
858,73836,0,5,1,1,64748,19,0,0,6087,0
861,25629,0,4,1,5,107308,36,600,2,5966,1
865,51843,0,4,1,1,40997,17,0,0,5859,0
869,70380,0,5,1,1,74399,12,0,0,6050,1
875,56606,3818,4,1,1,61634,14,100,1,6039,1
915,15835,0,2,1,5,112171,16,0,0,5825,1
930,54148,0,4,1,1,40233,14,350,1,5949,1
965,30638,0,3,1,1,48963,16,0,0,5696,1
966,55997,0,5,1,1,68320,23,0,0,5899,1
990,84949,0,4,1,1,41854,15,0,0,5336,0
1004,45542,0,5,1,1,59012,14,0,0,5835,1
1020,85036,0,4,1,1,43825,21,0,0,5807,1
1043,77930,0,4,1,1,37541,35,3600,18,5773,1
1053,98213,0,5,1,1,68013,29,0,0,5755,1
1063,62183,1896,4,1,1,38635,18,0,0,5738,1
1066,72325,0,5,1,1,56792,16,0,0,5731,1
1087,35342,0,5,1,1,70454,12,0,0,5534,1
1105,47150,0,4,1,1,39561,18,0,0,5577,1
1111,17645,0,4,1,1,60978,20,0,0,5660,1
1114,103891,1388,5,1,1,140573,21,1150,3,5699,1
1115,39847,0,5,1,1,95918,38,150,1,5694,1
1117,88929,0,4,1,1,44932,20,650,2,5694,1
1125,102803,0,5,1,1,90605,20,0,0,5701,0
1131,82078,0,4,1,1,40279,9,0,0,5664,0
1135,82114,0,5,1,1,58335,15,0,0,5658,1
1136,15917,2586,5,1,1,105449,25,200,2,5653,1
1142,52819,0,4,1,1,37535,15,1000,2,5645,1
1152,48803,0,5,1,1,72129,14,0,0,5107,1
1166,81952,0,5,1,1,64754,22,0,0,5427,1
1180,94896,0,4,1,1,38127,15,500,1,5602,1
1193,60646,888,5,1,1,57011,18,50,1,5559,1
1234,57509,0,4,1,1,52449,19,150,1,5441,1
1237,83572,745,5,1,1,101110,27,1700,5,5231,1
1239,28205,0,5,1,1,101685,16,0,0,5267,1
1271,71736,0,5,1,1,53602,25,50,1,5485,1
1279,92402,0,4,1,1,40825,14,0,0,5443,1
1281,59113,0,4,1,1,46808,32,0,0,5435,1
1282,24608,0,5,1,1,62774,21,0,0,5430,1
1286,88177,0,5,1,1,53468,19,400,1,5080,1
1296,39908,0,4,1,1,45824,29,0,0,5394,1
1298,103796,0,5,1,1,63335,26,250,1,5021,1
1301,60936,0,5,1,1,56381,17,0,0,5051,1
1319,94875,0,5,1,1,58314,25,800,7,4736,1
1323,71784,0,4,1,1,39276,20,0,0,4936,0
1338,63454,0,4,1,1,49068,13,0,0,5383,1
1340,60168,0,4,1,1,44133,16,0,0,4313,1
1365,92859,0,4,1,1,33378,15,0,0,5185,1
1366,25158,0,5,1,1,52278,17,0,0,5079,1
1392,91670,0,4,1,1,48193,17,1000,2,5365,1
1393,92800,0,5,1,1,62042,23,350,1,5358,1
1396,66516,0,4,1,1,45406,16,200,1,5311,0
1420,77709,0,4,1,1,36028,19,100,2,5253,1
1425,8723,0,5,1,1,77923,15,0,0,5231,1
1434,68891,1697,4,1,1,37257,14,500,1,5178,1
1439,58538,1739,4,1,1,48670,19,500,2,4352,1
1452,61919,0,4,1,1,39163,14,350,1,5157,1
1475,97416,0,5,1,1,63679,29,0,0,5093,0
1498,49991,0,4,1,1,44146,27,2510,4,4803,1
1501,109625,0,5,1,1,63372,19,500,1,5056,1
1511,48863,0,5,1,1,71013,18,1050,3,4925,1
1544,57857,1099,1,1,1,62650,37,12400,29,4996,1
1551,86069,0,4,1,1,35282,21,0,0,4972,1
1557,49737,0,5,1,1,60922,22,550,2,4946,1
1584,91237,0,5,1,1,78864,26,0,0,4321,1
1628,80154,0,4,1,1,47270,14,0,0,4352,0
1648,93700,0,5,1,1,58745,14,0,0,4827,1
1658,71264,0,5,1,1,94161,17,1000,2,4903,1
1667,83006,0,4,1,1,45167,13,0,0,4906,1
1673,41370,0,5,1,1,51335,9,0,0,4842,1
1687,84305,0,5,1,1,78931,15,0,0,4734,1
1689,88192,0,4,1,1,47848,22,500,1,4784,1
1696,68023,0,5,1,1,119512,33,500,1,4702,1
1726,77203,0,5,1,1,66817,16,0,0,4646,1
1733,77814,0,4,1,1,43914,17,0,0,4587,1
1734,75303,0,5,1,1,74990,15,0,0,4598,1
1738,93971,0,5,1,1,62023,22,450,3,4580,1
1739,66328,0,4,1,1,40522,14,0,0,4575,0
1740,51745,0,4,1,1,41377,14,0,0,4606,0
1741,64341,0,5,1,1,63621,13,0,0,4568,1
1756,102570,0,5,1,1,70503,20,0,0,4524,1
