72,84409,5031,2,1,1,15436,16,1150,4,7766,0
180,28086,1745,2,1,1,7368,12,0,0,7549,1
197,52738,2398,1,1,1,0,0,0,0,7498,0
286,190542,1745,1,1,1,8487,9,0,0,7267,0
319,119977,2556,1,1,1,9275,16,1400,4,7226,1
340,278457,6727,4,1,1,57313,27,1000,2,7101,1
424,131960,2000,3,1,1,16081,8,0,0,8296,0
490,62396,2128,1,1,1,1250,3,0,0,8075,1
538,86520,3445,5,1,1,64450,20,1000,2,6592,1
596,133445,8264,1,1,1,3375,13,0,0,6492,1
661,257068,2586,1,1,1,5900,4,400,1,6420,1
686,26556,3490,1,1,1,2845,14,720,4,6339,1
691,119082,5051,1,1,1,4230,17,3600,14,6340,1
753,440265,4081,1,1,1,22750,15,1250,10,6234,1
810,74924,6286,4,1,1,59650,13,0,0,6141,0
815,42044,2253,3,1,1,11433,10,0,0,6140,1
830,363165,2565,1,1,1,5950,11,1850,8,6116,1
836,86380,2643,1,1,1,13500,3,0,0,6102,1
843,114932,8559,1,1,1,3150,13,1650,12,6092,1
875,56606,3818,4,1,1,61634,14,100,1,6039,1
907,218763,8753,1,1,1,11650,6,1150,3,5975,0
912,172110,9325,5,1,1,21382,23,950,3,5944,1
1046,170049,3692,2,1,1,10232,16,750,2,5770,0
1124,117543,4116,4,1,1,32355,21,600,2,4954,0
1130,25634,2505,1,1,1,0,0,0,0,5663,0
1136,15917,2586,5,1,1,105449,25,200,2,5653,1
1189,32214,11148,3,1,1,12717,10,0,0,5576,1
1233,40965,10098,1,1,1,9850,11,1850,6,5429,1
1238,106234,5124,2,1,1,11160,26,0,0,5238,0
1269,70565,2408,1,1,1,25261,15,750,2,5499,1
1350,128664,8019,4,1,1,44298,16,50,1,5155,1
1398,320997,2556,5,1,1,82255,24,0,0,5345,1
1429,15592,4924,4,1,1,37173,13,0,0,5209,1
1456,66936,2370,1,1,1,3450,5,950,4,5147,0
1491,190429,6168,1,1,1,27500,11,1500,3,4974,1
1503,240904,2288,4,1,1,63385,22,350,1,5045,1
1516,54116,1846,3,1,1,34997,14,0,0,4848,1
1528,124775,1704,1,1,1,11564,8,700,2,4847,1
1531,118415,2329,1,1,1,4475,10,100,1,4545,1
1560,132132,6920,3,1,1,20443,18,1310,4,3916,1
1576,8962,4481,1,1,1,0,0,0,0,4198,0
1644,130920,2643,4,1,1,30299,20,1100,6,4793,1
1645,49777,2360,3,1,1,12241,12,0,0,4777,0
1661,164178,2364,4,1,1,35314,23,1100,3,4883,1
1683,25688,2396,1,1,1,3103,10,0,0,4754,1
1711,43749,5583,1,1,1,9557,5,0,0,4664,0
1924,355423,5009,3,1,1,20500,20,100,1,3963,1
1974,19896,2395,2,1,1,9866,11,0,0,4602,0
2001,35080,3867,1,1,1,0,0,0,0,4562,0
2052,121992,6057,1,1,1,3200,4,600,2,4257,0
2156,99704,2704,2,1,1,15750,12,0,0,4106,0
2159,15326,7663,1,1,1,0,0,0,0,4140,0
2192,56693,3953,2,1,1,20454,11,0,0,3893,1
2285,182704,5513,1,1,1,5850,12,3100,10,3820,1
2319,65340,2454,3,1,1,33795,11,500,1,3775,1
2455,21875,7558,3,1,1,12398,15,0,0,3299,1
2491,307149,2562,4,1,1,58008,19,650,2,3173,1
2492,200089,4727,5,1,1,75019,21,300,2,3166,0
2520,30062,5368,1,1,1,7373,10,4373,8,3057,1
2570,34177,1754,2,1,1,7072,16,350,1,2867,0
2578,138008,5368,4,1,1,34178,14,200,1,2962,0
2624,41152,10074,1,1,1,3250,19,0,0,2669,0
2630,45050,2900,1,1,1,4875,10,500,1,2669,1
2634,59696,2586,5,1,1,63827,22,500,1,2654,1
2657,145214,1692,1,1,1,3500,4,500,1,2560,1
2693,282784,3508,1,1,1,19314,17,3100,7,2460,1
2815,4653,2433,1,1,1,0,0,0,0,2094,0
2874,17603,2543,2,1,1,7247,14,0,0,1958,1
2913,166199,6168,1,1,1,10550,5,50,1,1851,1
2936,60386,2738,3,1,1,24356,14,1565,1,1785,1
2991,31930,6153,1,1,1,1337,6,267,1,3330,0
3005,183303,4361,1,1,1,11500,3,500,1,3281,1
3015,47966,2947,3,1,1,51615,11,650,3,3145,1
3040,92097,2194,1,1,1,20450,8,1850,3,2825,1
3060,45883,2611,1,1,1,5647,11,0,0,1464,0
3074,31668,2576,1,1,1,1800,3,300,2,2271,0
3085,89112,4670,2,1,1,28670,29,0,0,2680,0
3092,206287,1761,2,1,1,11294,20,150,1,2819,1
3142,26164,2556,1,1,1,0,0,0,0,2566,0
3144,29754,6396,1,1,1,500,1,0,0,2655,0
3229,14457,2288,1,1,1,1875,8,0,0,2409,0
3243,46378,4844,1,1,1,2358,5,2358,5,1766,0
3294,27320,2788,1,1,1,0,0,0,0,1725,0
3302,17377,2178,1,1,1,500,1,0,0,2010,1
3318,21311,3418,1,1,1,2000,9,0,0,1990,0
3355,35661,7487,1,1,1,600,3,500,2,1759,1
3359,51169,4903,3,1,1,13080,13,0,0,1809,0
3414,57374,1621,1,1,1,2100,5,2100,5,1440,0
3420,95728,2092,5,1,1,56111,14,0,0,1372,0
3443,29253,2305,1,1,1,7625,5,0,0,1630,0
3455,120462,3649,1,1,1,10500,9,750,2,1503,0
3512,103645,7257,1,1,1,3450,3,950,2,1374,0
3513,189077,3867,4,1,1,54353,27,100,1,542,0
3649,48944,2565,3,1,1,17988,12,0,0,1005,0
3656,59317,4877,1,1,1,4794,3,1194,1,660,0
3666,47662,3071,1,1,1,100,1,100,1,760,0
3672,41537,3576,1,1,1,3000,3,250,1,669,1
3724,8964,3861,1,1,1,0,0,0,0,594,0
3770,6015,4929,1,1,1,0,0,0,0,30,0
3834,15832,2376,1,1,1,8130,20,500,1,1698,1
