ID#,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Award?
25,205651,500,1,1,1,4025,21,700,4,7932,0
29,59763,0,3,1,1,33772,20,100,1,7907,1
31,177926,0,3,1,1,20797,13,0,0,7886,0
33,276571,0,4,1,1,42044,23,0,0,7872,0
39,59990,0,3,1,1,27878,17,0,0,7854,1
42,10470,0,4,1,1,38094,26,0,0,7840,1
44,619393,0,3,1,1,15008,14,0,0,7819,1
45,121260,0,3,1,1,18493,18,0,0,7808,0
71,47457,0,3,1,1,12621,16,0,0,7766,1
73,252386,0,4,1,1,39787,13,0,0,7787,0
74,550367,0,3,1,1,12500,13,50,1,7801,0
76,123867,0,3,1,1,25308,17,0,0,7759,0
78,129871,0,3,1,1,15776,22,0,0,7752,0
79,109380,0,1,1,1,7537,16,0,0,7749,0
80,111157,0,4,1,1,32883,19,0,0,7771,0
81,49238,0,4,1,1,38037,18,0,0,7801,1
113,181019,0,3,1,1,18415,15,0,0,7714,0
117,295638,0,1,1,1,5422,20,818,2,7700,1
118,67018,0,3,1,1,23260,25,0,0,7698,0
119,143967,0,2,1,1,7346,11,0,0,7689,0
121,122705,0,3,1,1,24222,15,0,0,7682,1
125,81974,0,4,1,1,37266,18,1050,3,7661,1
126,47258,0,3,1,1,24768,19,0,0,7659,1
127,77699,0,4,1,1,42775,13,0,0,7654,0
