ID#,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Award?
22,185681,2024,1,1,1,13300,16,1800,9,6896,1
23,20584,0,1,1,1,3450,11,3450,11,6884,0
46,288865,967,1,1,1,23600,14,2000,4,6884,1
51,108137,0,1,1,1,6368,5,6368,5,6844,0
54,121395,0,1,1,1,4970,8,650,2,6889,1
58,36298,0,1,1,1,3100,5,600,3,6865,1
72,84409,5031,2,1,1,15436,16,1150,4,7766,0
90,609477,0,3,1,1,21422,22,1200,8,6820,0
93,20508,0,1,1,1,22250,8,1250,5,6794,1
96,143566,0,1,1,1,5000,5,1500,3,6785,1
106,28667,0,1,1,1,3861,7,2050,5,6749,1
114,298911,0,1,1,1,8550,11,2550,8,7714,1
120,969559,0,1,1,1,2500,3,1000,2,7718,1
136,101101,0,1,1,1,10850,11,1850,6,6725,1
148,100640,0,1,1,1,7600,8,1600,5,6708,1
