ID#,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Award?
10,104860,0,3,1,1,28426,28,1150,3,6931,1
16,28495,0,4,1,1,49442,15,0,0,6912,1
17,51890,0,4,1,1,48963,16,0,0,6910,1
19,91473,0,3,1,1,27408,17,0,0,6903,1
20,23354,0,3,1,1,10447,5,0,0,6896,1
29,59763,0,3,1,1,33772,20,100,1,7907,1
39,59990,0,3,1,1,27878,17,0,0,7854,1
42,10470,0,4,1,1,38094,26,0,0,7840,1
49,70312,0,3,1,1,34678,24,500,1,6875,1
69,230715,0,3,1,1,24047,12,0,0,6826,1
71,47457,0,3,1,1,12621,16,0,0,7766,1
81,49238,0,4,1,1,38037,18,0,0,7801,1
95,78629,0,4,1,1,36679,25,0,0,6817,1
102,64824,0,3,1,1,20184,13,0,0,6770,1
111,84674,0,4,1,1,46335,14,50,1,6738,1
112,15098,0,4,1,1,32917,26,550,3,6737,1
121,122705,0,3,1,1,24222,15,0,0,7682,1
125,81974,0,4,1,1,37266,18,1050,3,7661,1
126,47258,0,3,1,1,24768,19,0,0,7659,1
131,48333,0,2,1,1,10123,14,0,0,6737,1
132,142175,0,4,1,1,37461,22,0,0,6732,1
137,125948,0,3,1,1,15155,15,0,0,6761,1
141,160447,0,1,1,1,8578,25,0,0,6716,1
153,77097,0,4,1,1,42403,22,1718,4,6683,1
157,48707,0,4,1,1,37655,14,0,0,7631,1
160,44182,0,3,1,1,12313,12,0,0,7619,1
166,10302,0,4,1,1,30298,19,0,0,7591,1
167,80331,0,3,1,1,15489,18,0,0,7634,1
172,21694,0,4,1,1,45230,20,700,2,7575,1
184,127807,0,3,1,1,17086,16,1500,3,7537,1
187,8933,0,2,1,1,8860,14,0,0,7533,1
203,118940,0,4,1,1,36001,17,150,1,7484,1
204,41385,0,4,1,1,26948,14,0,0,7481,1
212,27381,0,3,1,1,18009,18,0,0,7524,1
217,8298,0,3,1,1,20087,15,0,0,7498,1
222,189053,0,3,1,1,24156,22,0,0,7439,1
231,119239,0,4,1,1,36362,15,250,1,7467,1
234,133309,0,3,1,1,23987,13,0,0,7415,1
237,24051,0,2,1,1,8764,13,0,0,7395,1
238,11449,0,2,1,1,9057,13,0,0,7397,1
239,182317,0,2,1,1,19489,17,273,1,7397,1
245,2075,0,2,1,1,5002,14,0,0,7374,1
257,45225,0,3,1,1,14711,15,0,0,7339,1
261,25279,0,2,1,1,14938,26,0,0,7327,1
269,105769,0,3,1,1,23097,16,0,0,7345,1
274,145726,0,3,1,1,19019,15,0,0,7292,1
281,120073,0,3,1,1,12423,29,0,0,7276,1
285,44873,0,4,1,1,38740,18,850,2,7267,1
288,79211,0,4,1,1,36776,14,0,0,7260,1
300,58139,500,4,1,1,38408,16,150,1,7227,1
315,20746,0,4,1,1,37534,17,0,0,7185,1
316,61455,0,4,1,1,28765,17,0,0,7183,1
318,179559,0,3,1,1,17819,12,1000,2,7173,1
325,205523,0,3,1,1,32404,20,1000,2,7159,1
326,20457,0,4,1,1,51399,16,0,0,7193,1
339,133370,0,4,1,1,44299,18,0,0,7101,1
346,13812,0,2,1,1,15149,39,0,0,7110,1
350,66863,0,4,1,1,36532,9,0,0,7099,1
379,15113,0,2,1,1,10574,19,0,0,7017,1
382,146263,0,3,1,1,20853,21,350,1,7001,1
393,53790,0,4,1,1,28717,19,0,0,8296,1
397,54842,0,3,1,1,20792,15,0,0,8296,1
421,109087,0,2,1,1,10462,16,0,0,8296,1
422,68286,0,3,1,1,22831,13,0,0,8296,1
431,118844,0,4,1,1,28731,17,400,2,8289,1
444,50052,0,4,1,1,49383,13,0,0,8289,1
447,132555,0,3,1,1,24775,31,350,1,8289,1
452,229397,0,3,1,1,22873,13,0,0,8289,1
462,34170,0,3,1,1,15476,20,150,1,8289,1
464,43285,0,4,1,1,28613,14,0,0,8252,1
467,139849,0,3,1,1,19946,15,0,0,8228,1
468,26080,0,2,1,1,9872,13,0,0,8228,1
491,40645,0,3,1,1,18348,13,0,0,8067,1
502,2318,0,2,1,1,8747,14,0,0,7945,1
522,22878,0,1,1,1,9039,32,0,0,6641,1
532,52423,0,4,1,1,26926,13,0,0,6611,1
533,26858,500,4,1,1,34308,17,900,3,6606,1
534,5410,0,4,1,1,45890,22,0,0,6603,1
535,18177,0,3,1,1,12040,12,0,0,6690,1
541,31478,0,3,1,1,18885,18,0,0,6578,1
543,49052,0,4,1,1,46718,17,0,0,6575,1
553,63311,0,4,1,1,25048,14,0,0,6634,1
560,178919,0,3,1,1,23387,17,0,0,6555,1
567,40418,0,3,1,1,12678,12,0,0,6541,1
572,148915,0,3,1,1,23522,16,650,2,6532,1
574,35738,0,4,1,1,41264,16,0,0,6526,1
600,37904,0,3,1,1,19052,17,0,0,6487,1
606,48127,0,4,1,1,41447,28,0,0,6421,1
612,112843,0,3,1,1,16137,14,0,0,6472,1
614,7216,0,3,1,1,21419,18,0,0,6470,1
622,46142,0,3,1,1,14445,13,0,0,6452,1
623,110277,0,4,1,1,37110,18,1500,3,6445,1
626,146599,0,3,1,1,16463,16,1000,2,6444,1
628,54125,0,4,1,1,48874,17,450,3,6463,1
