ID#,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Award?
5,97752,0,4,1,1,43300,26,2077,4,6935,1
12,96522,0,5,1,1,61105,19,0,0,6924,1
21,120576,0,5,1,1,58831,23,250,2,6896,1
33,276571,0,4,1,1,42044,23,0,0,7872,0
36,123759,0,4,1,1,50572,23,2500,5,7865,1
53,118531,0,4,1,1,44577,38,0,0,6868,1
73,252386,0,4,1,1,39787,13,0,0,7787,0
82,38896,0,5,1,1,76988,16,556,1,7771,1
88,35418,0,5,1,1,58557,18,900,3,6813,1
103,25076,1182,5,1,1,57203,14,0,0,6750,1
108,3734,0,5,1,1,61096,18,150,2,6760,1
124,205126,0,5,1,1,126630,45,2250,10,7668,1
128,133954,500,4,1,1,37670,18,1500,3,7654,1
140,103302,0,4,1,1,53552,22,700,3,6718,1
150,50593,0,5,1,1,58208,17,1500,2,6689,1
155,298121,0,5,1,1,60808,20,500,1,7640,0
158,220081,0,4,1,1,52574,21,500,1,7626,0
161,228829,0,5,1,1,59852,21,0,0,7612,1
164,120700,0,5,1,1,55323,17,1500,1,7598,1
170,402874,0,5,1,1,74800,15,0,0,7582,1
171,370941,0,4,1,1,44615,16,0,0,7577,1
173,71767,0,5,1,1,67335,13,0,0,7570,1
175,352508,0,3,1,1,23740,6,1000,2,7563,1
178,451673,0,4,1,1,43533,19,900,4,7575,1
192,410795,0,5,1,1,73679,31,0,0,7514,0
194,123516,0,5,1,1,240544,31,500,2,7507,1
196,386061,0,5,1,1,107813,24,0,0,7500,1
200,32742,0,5,1,1,61857,26,0,0,7488,1
207,152881,0,5,1,1,79687,18,500,1,7474,1
210,95989,0,5,1,1,92159,30,1329,4,7518,1
214,201346,0,5,1,1,99612,34,600,4,7463,1
225,229744,0,5,1,1,68754,35,550,2,7467,1
233,153747,0,5,1,1,58689,15,0,0,7409,0
235,81380,0,5,1,1,56524,22,0,0,7404,1
244,163530,0,5,1,1,88987,25,0,0,7406,0
248,468175,0,5,1,1,141615,22,0,0,7348,1
252,92875,0,5,1,1,60990,14,0,0,7344,1
259,236274,0,5,1,1,61515,12,0,0,7375,0
263,402312,0,5,1,1,77122,18,250,3,7375,1
272,58703,0,4,1,1,46473,34,950,4,7296,1
273,70354,0,5,1,1,120907,22,0,0,7290,1
275,121639,0,5,1,1,67286,7,0,0,7288,1
276,70676,0,5,1,1,74993,15,0,0,7288,1
283,22652,0,5,1,1,57642,14,0,0,7271,1
289,98006,0,4,1,1,46349,20,2309,3,7332,1
290,33982,0,5,1,1,68320,17,0,0,7255,1
292,137908,0,5,1,1,57713,19,0,0,7250,1
294,568174,0,5,1,1,67121,16,1000,2,7243,1
295,145993,0,5,1,1,95082,17,500,1,7229,1
296,294881,0,5,1,1,84800,20,0,0,7279,1
306,217846,0,4,1,1,49198,20,0,0,7215,1
307,364387,0,4,1,1,28200,27,0,0,7213,0
309,94222,0,4,1,1,52081,24,0,0,7201,1
332,138999,0,5,1,1,63738,29,600,4,7153,1
334,172288,0,5,1,1,66879,10,0,0,7130,1
345,174910,0,4,1,1,63960,20,200,1,7110,1
352,197328,0,5,1,1,60447,12,0,0,7092,0
367,222227,0,4,1,1,38127,14,500,1,7047,1
374,161813,0,5,1,1,126941,20,0,0,7026,1
377,95656,0,5,1,1,62666,27,0,0,7019,1
388,479989,0,4,1,1,66516,26,1600,6,6980,0
411,145723,0,5,1,1,59858,16,0,0,8296,1
419,225802,0,5,1,1,74340,16,200,2,8296,1
429,21083,0,5,1,1,129330,16,1000,2,8296,1
430,117860,0,5,1,1,62758,15,0,0,8296,1
433,491987,0,5,1,1,68007,23,700,2,8289,1
439,153597,0,5,1,1,56567,18,0,0,8289,0
443,353678,0,4,1,1,141230,28,1450,5,8289,1
454,383129,0,3,1,1,23608,16,500,1,8289,0
456,175461,0,4,1,1,40997,14,0,0,8289,1
459,198317,0,5,1,1,61714,16,0,0,8289,1
471,382546,0,5,1,1,136619,34,3000,6,8228,1
473,459681,0,5,1,1,95531,17,0,0,8228,1
478,43954,0,5,1,1,63463,13,250,1,8228,1
484,260261,0,4,1,1,33047,21,0,0,8146,1
492,82655,0,5,1,1,101101,19,700,2,8057,1
505,162521,0,5,1,1,57354,25,0,0,8105,1
509,217557,0,5,1,1,97584,19,550,2,6679,0
511,143200,0,5,1,1,79837,28,50,1,6667,1
518,148318,0,4,1,1,51197,22,350,2,6648,1
521,346178,0,5,1,1,63803,16,0,0,6645,0
552,153962,0,5,1,1,90992,21,0,0,6567,1
571,76446,0,5,1,1,63811,17,0,0,6550,1
581,99293,0,5,1,1,81040,23,1000,2,6508,1
583,20126,0,5,1,1,78999,28,800,3,6506,1
587,117670,0,5,1,1,53043,19,550,1,6505,0
607,329497,0,5,1,1,57264,12,0,0,6484,1
610,117623,0,5,1,1,86582,26,1000,6,6477,1
616,427528,0,4,1,1,35098,16,1600,3,6465,0
627,338656,0,4,1,1,52908,16,0,0,6444,0
632,175131,0,5,1,1,53495,15,0,0,6431,1
633,365918,0,5,1,1,83752,23,1373,7,6429,1
648,77285,0,5,1,1,63841,32,0,0,6417,1
679,192334,0,4,1,1,33950,21,1450,4,6366,1
695,173543,0,5,1,1,92752,25,0,0,6329,1
697,47780,0,5,1,1,88773,20,250,2,6329,1
702,234327,0,4,1,1,30406,28,150,2,6319,1
703,463494,0,3,1,1,27390,17,750,1,6323,1
711,417875,0,4,1,1,44472,18,0,0,6308,0
714,242910,1115,5,1,1,103935,18,500,1,6296,1
715,137843,0,4,1,1,45416,24,250,1,6302,1
733,384470,0,3,1,1,20468,16,0,0,6280,1
735,151904,733,5,1,1,76440,25,950,8,6273,1
746,86285,0,5,1,1,61274,14,0,0,6249,1
749,138411,0,5,1,1,53843,14,0,0,6247,0
760,189423,0,5,1,1,63584,31,600,1,6476,0
764,210018,0,4,1,1,48914,16,0,0,6217,1
774,34357,0,5,1,1,73622,25,100,1,6198,1
790,152539,0,5,1,1,65972,14,0,0,6187,0
791,333500,0,5,1,1,69780,23,1258,4,6171,1
808,207655,500,5,1,1,78967,31,0,0,6144,0
816,83105,0,4,1,1,65077,28,753,3,6137,1
822,58229,0,5,1,1,53108,16,500,1,6137,1
824,131424,0,5,1,1,58814,14,50,1,6128,1
842,292533,0,5,1,1,64186,15,1000,2,6095,1
845,35997,0,5,1,1,71171,19,900,5,6088,1
852,77109,0,5,1,1,60000,7,0,0,6071,0
858,73836,0,5,1,1,64748,19,0,0,6087,0
869,70380,0,5,1,1,74399,12,0,0,6050,1
891,301447,0,5,1,1,63866,18,500,1,6004,1
902,149959,0,5,1,1,85844,51,1400,4,5986,1
911,129412,0,5,1,1,62510,21,0,0,5982,0
916,289351,0,5,1,1,147787,35,500,1,5789,1
922,322454,0,4,1,1,44591,23,250,1,5961,1
928,212051,0,5,1,1,76256,23,2993,6,5523,0
933,219387,0,5,1,1,105913,21,150,2,5951,1
941,124030,0,5,1,1,61599,16,0,0,5934,1
943,290012,0,5,1,1,64360,18,650,2,5931,1
946,133264,0,5,1,1,74067,21,0,0,5926,1
958,226826,0,5,1,1,91660,21,500,1,5906,0
966,55997,0,5,1,1,68320,23,0,0,5899,1
974,281626,0,5,1,1,53521,16,0,0,5878,0
983,132910,0,5,1,1,75540,46,250,1,5856,1
988,131554,0,5,1,1,64937,15,0,0,5428,1
995,238641,0,5,1,1,61971,15,850,2,5849,1
1004,45542,0,5,1,1,59012,14,0,0,5835,1
1008,255797,0,5,1,1,62107,16,0,0,5832,1
1009,192046,0,4,1,1,54818,52,1200,3,5829,0
1010,370596,0,5,1,1,50120,12,0,0,5826,0
1011,141491,0,5,1,1,63060,6,0,0,5827,0
1053,98213,0,5,1,1,68013,29,0,0,5755,1
1058,138368,0,5,1,1,68663,13,0,0,5755,0
1060,217130,0,4,1,1,51202,20,0,0,5745,0
1064,165534,0,5,1,1,71312,18,1000,2,5736,1
1066,72325,0,5,1,1,56792,16,0,0,5731,1
1067,190285,0,5,1,1,69262,16,348,1,5728,0
1069,305519,0,5,1,1,79216,27,650,3,5724,1
1087,35342,0,5,1,1,70454,12,0,0,5534,1
1097,258422,0,4,1,1,48708,17,0,0,5657,0
1114,103891,1388,5,1,1,140573,21,1150,3,5699,1
1115,39847,0,5,1,1,95918,38,150,1,5694,1
1118,129866,0,5,1,1,66150,30,0,0,5692,0
1122,247743,0,4,1,1,51296,20,500,1,5087,0
1123,295008,0,5,1,1,136704,27,0,0,5028,1
1125,102803,0,5,1,1,90605,20,0,0,5701,0
1135,82114,0,5,1,1,58335,15,0,0,5658,1
1136,15917,2586,5,1,1,105449,25,200,2,5653,1
1146,115655,0,4,1,1,64968,21,500,1,5631,1
1152,48803,0,5,1,1,72129,14,0,0,5107,1
1166,81952,0,5,1,1,64754,22,0,0,5427,1
1170,139664,0,5,1,1,63706,14,0,0,5505,0
1175,210040,0,5,1,1,77333,39,0,0,5517,0
1193,60646,888,5,1,1,57011,18,50,1,5559,1
1237,83572,745,5,1,1,101110,27,1700,5,5231,1
1239,28205,0,5,1,1,101685,16,0,0,5267,1
1271,71736,0,5,1,1,53602,25,50,1,5485,1
1282,24608,0,5,1,1,62774,21,0,0,5430,1
1286,88177,0,5,1,1,53468,19,400,1,5080,1
1298,103796,0,5,1,1,63335,26,250,1,5021,1
1301,60936,0,5,1,1,56381,17,0,0,5051,1
1306,157416,0,5,1,1,67795,16,0,0,5132,0
1319,94875,0,5,1,1,58314,25,800,7,4736,1
